userId,originalTimestamp,anonymousId,category,messageId,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,userAgentData.brands,userAgentData.mobile,userAgentData.platform,location,event_type
,2026-09-07 21:10:09.019000+00:00,40c34103-1d89-485b-80eb-f0b1dc98783a,,ajs-next-1788815409019-1d89585b-40eb-40b1-9c98-783a8d88cef2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1781830336957x808577548450478500, 1771436045389x658317953644361100, 1744643921578x315333816253624100, 1770943484557x164806709481949200",,,true,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,impression
,2026-09-07 21:10:21.637000+00:00,7a73f65b-1d4e-4547-914b-b26bb32c275e,,ajs-next-1788815421637-f65b1d4e-1547-414b-b26b-b32c275e0049,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1781830336957x808577548450478500, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1744643921578x315333816253624100",,,true,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,impression
,2026-09-07 21:14:01.791000+00:00,7a73f65b-1d4e-4547-914b-b26bb32c275e,,ajs-next-1788815641791-18fe3f39-7a05-4faf-9a3e-e858b029b8b3,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1770943484557x164806709481949200, 1781830336957x808577548450478500, 1744643921578x315333816253624100, 1771436045389x658317953644361100",,,true,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,impression
,2026-09-07 21:13:56.779000+00:00,7a73f65b-1d4e-4547-914b-b26bb32c275e,about_us,ajs-next-1788815636780-f3e49234-e5ed-44b5-8889-95364a2a1f93,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/about_us/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1788815402752x825258399249442700,/about_us/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1788815402752x825258399249442700,,about_us,about_us,,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,page
,2026-09-07 21:13:51.169000+00:00,7a73f65b-1d4e-4547-914b-b26bb32c275e,about_us,ajs-next-1788815631169-3636641f-b134-4047-9761-037365780a5f,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/about_us/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1788815402752x825258399249442700,/about_us/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1788815402752x825258399249442700,,about_us,about_us,,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,page
,2026-09-07 21:10:33.581000+00:00,7a73f65b-1d4e-4547-914b-b26bb32c275e,,ajs-next-1788815433581-d01d31aa-e1d9-4d1d-a7c9-05d68d3bed6c,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=professional-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=professional-services,,,,,,,,,true,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,sidebar,impression
,2026-09-07 21:11:47.801000+00:00,40c34103-1d89-485b-80eb-f0b1dc98783a,,ajs-next-1788815507801-f3601d92-3dfb-444e-b821-4b9313a5b7ba,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=shopping-retail,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=shopping-retail,,,,,,"1747415704843x665338483592092500, 1746855895334x711816173120128000, 1761762460002x434978052003146300, 1748389292320x918627677903932400, 1788219546192x434403220948011970, 1777042895042x187867473484191420, 1758120880051x675194275556497400, 1747184079669x994211808429350800, 1752687366861x422755081931784260, 1751749348389x952656707958261400, 1770755356265x111382421474427680",,,false,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,impression
,2026-09-07 21:12:02.955000+00:00,40c34103-1d89-485b-80eb-f0b1dc98783a,,ajs-next-1788815522955-78214b93-13a5-47ba-b27a-2743c2e0e86c,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=health-wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=health-wellness,,,,,,"1753909381745x872991521395046100, 1749173974503x736079030141835600, 1761930377989x951815782791809400, 1746631267951x741803061642879500, 1776102250538x198432379819539760, 1771433486472x495156137805681660, 1745528732739x896561533370513300, 1747185390251x665604546429507900, 1746938798847x931997689495082400, 1777052217878x935579896985562900, 1772482882558x843076024552954900, 1778678470875x691076180629588500, 1744157592334x292550965261606100, 1762957766158x632118084948257900, 1747420152884x437771544876149700, 1747594874125x270237571814453630, 1782146204142x629417106351450200, 1764781838221x716772635359430500, 1764893879099x465248075524681500, 1744740154739x566945822952470660, 1763305551668x997299018011994600, 1749057953945x756346430245684600",,,false,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,impression
,2026-09-07 21:11:04.386000+00:00,7a73f65b-1d4e-4547-914b-b26bb32c275e,about_us,ajs-next-1788815464386-31862f19-4afd-4f61-8884-601fb25df62c,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/about_us/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1788815402752x825258399249442700,/about_us/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1788815402752x825258399249442700,,about_us,about_us,,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,page
,2026-09-07 21:10:21.405000+00:00,7a73f65b-1d4e-4547-914b-b26bb32c275e,index,ajs-next-1788815421405-307a73f6-5b1d-4e15-8711-4bb26bb32c27,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,page
,2026-09-07 21:10:33.280000+00:00,7a73f65b-1d4e-4547-914b-b26bb32c275e,search,ajs-next-1788815433280-9b8ed01d-31aa-41d9-9d1d-a7c905d68d3b,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=professional-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=professional-services,/search,https://coloradocatholicbusinessdirectory.com/,?category=professional-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=professional-services,,search,search,,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,page
,2026-09-07 21:11:30.538000+00:00,40c34103-1d89-485b-80eb-f0b1dc98783a,search,ajs-next-1788815490538-657b4a30-bd17-441e-bdd6-fa3dc47cf360,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=health-wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=health-wellness,/search,https://coloradocatholicbusinessdirectory.com/,?category=health-wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=health-wellness,,search,search,,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,page
,2026-09-07 21:12:02.648000+00:00,40c34103-1d89-485b-80eb-f0b1dc98783a,,ajs-next-1788815522648-744e7821-4b93-43a5-b7ba-b27a2743c2e0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=health-wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=health-wellness,,,,,,1744643921578x315333816253624100,,,true,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,main_list,impression
,2026-09-07 21:13:55.621000+00:00,7a73f65b-1d4e-4547-914b-b26bb32c275e,how_it_works,ajs-next-1788815635621-faba8396-38e5-4dca-88c7-11704066001c,how_it_works,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/how_it_works/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1788815402752x825258399249442700,/how_it_works/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1788815402752x825258399249442700,,how_it_works,how_it_works,,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,page
,2026-09-07 21:11:47.194000+00:00,40c34103-1d89-485b-80eb-f0b1dc98783a,,ajs-next-1788815507194-fa3dc47c-f360-4d92-bdfb-744e78214b93,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=shopping-retail,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=shopping-retail,,,,,,,,,true,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,sidebar,impression
,2026-09-07 21:10:08.712000+00:00,40c34103-1d89-485b-80eb-f0b1dc98783a,index,ajs-next-1788815408712-7b40c341-031d-4958-9b40-ebf0b1dc9878,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,page
,2026-09-07 21:10:08.715000+00:00,40c34103-1d89-485b-80eb-f0b1dc98783a,,ajs-next-1788815408715-41031d89-585b-40eb-b0b1-dc98783a8d88,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1781830336957x808577548450478500, 1771436045389x658317953644361100, 1744643921578x315333816253624100, 1770943484557x164806709481949200",,,true,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,impression
,2026-09-07 21:11:31.469000+00:00,40c34103-1d89-485b-80eb-f0b1dc98783a,,ajs-next-1788815491469-241efdd6-fa3d-447c-b360-1d923dfb744e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=health-wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=health-wellness,,,,,,"1753909381745x872991521395046100, 1749173974503x736079030141835600, 1761930377989x951815782791809400, 1746631267951x741803061642879500, 1776102250538x198432379819539760, 1771433486472x495156137805681660, 1745528732739x896561533370513300, 1747185390251x665604546429507900, 1746938798847x931997689495082400, 1777052217878x935579896985562900, 1772482882558x843076024552954900, 1778678470875x691076180629588500, 1744157592334x292550965261606100, 1762957766158x632118084948257900, 1747420152884x437771544876149700, 1747594874125x270237571814453630, 1782146204142x629417106351450200, 1764781838221x716772635359430500, 1764893879099x465248075524681500, 1744740154739x566945822952470660, 1763305551668x997299018011994600, 1749057953945x756346430245684600",,,false,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,impression
,2026-09-07 21:10:59.590000+00:00,7a73f65b-1d4e-4547-914b-b26bb32c275e,,ajs-next-1788815459590-4347b513-ffec-422f-bd1d-c0c8fed1b1f6,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1781830336957x808577548450478500, 1744643921578x315333816253624100, 1771436045389x658317953644361100, 1770943484557x164806709481949200",,,true,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,impression
,2026-09-07 21:11:20.922000+00:00,40c34103-1d89-485b-80eb-f0b1dc98783a,,ajs-next-1788815480922-9ed05f32-762b-457b-8a30-bd17241efdd6,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=religious-goods-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=religious-goods-services,,,,,,,,,true,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,sidebar,impression
,2026-09-07 21:12:02.336000+00:00,40c34103-1d89-485b-80eb-f0b1dc98783a,,ajs-next-1788815522336-3dfb744e-7821-4b93-93a5-b7bab27a2743,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=health-wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=health-wellness,,,,,,,,,true,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,sidebar,impression
,2026-09-07 21:12:02.026000+00:00,40c34103-1d89-485b-80eb-f0b1dc98783a,search,ajs-next-1788815522026-1d923dfb-744e-4821-8b93-13a5b7bab27a,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=health-wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=health-wellness,/search,https://coloradocatholicbusinessdirectory.com/,?category=health-wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=health-wellness,,search,search,,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,page
,2026-09-07 21:13:50.333000+00:00,7a73f65b-1d4e-4547-914b-b26bb32c275e,how_it_works,ajs-next-1788815630333-a211ade9-a1be-4701-9ccc-c7230830bd72,how_it_works,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/how_it_works/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1788815402752x825258399249442700,/how_it_works/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1788815402752x825258399249442700,,how_it_works,how_it_works,,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,page
,2026-09-07 21:10:59.091000+00:00,7a73f65b-1d4e-4547-914b-b26bb32c275e,index,ajs-next-1788815459091-76ab4347-b513-4fec-b22f-3d1dc0c8fed1,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,page
